id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response,dataset_type
346653,Male,36,1,28.0,0,1-2 Year,Yes,37895.0,13.0,206,0.0,train
220432,Male,48,1,15.0,0,1-2 Year,Yes,43900.0,25.0,50,0.0,train
279665,Female,23,1,46.0,1,< 1 Year,No,56378.0,152.0,33,0.0,train
112974,Female,74,1,0.0,0,1-2 Year,Yes,2630.0,26.0,164,0.0,train
240864,Female,24,1,47.0,0,< 1 Year,Yes,36720.0,154.0,231,0.0,train
268078,Female,22,1,8.0,1,< 1 Year,No,43565.0,160.0,73,0.0,train
78704,Male,73,1,28.0,1,1-2 Year,No,35864.0,26.0,217,0.0,train
185450,Female,36,1,28.0,1,1-2 Year,No,39460.0,124.0,276,0.0,train
217860,Female,25,1,39.0,0,< 1 Year,Yes,29278.0,152.0,153,1.0,train
240373,Female,24,1,37.0,0,< 1 Year,Yes,31190.0,152.0,282,1.0,train
317876,Female,40,1,49.0,0,1-2 Year,Yes,29493.0,124.0,94,0.0,train
144433,Female,24,1,2.0,0,< 1 Year,Yes,32995.0,152.0,209,0.0,train
2203,Male,24,1,28.0,1,< 1 Year,No,53518.0,152.0,195,0.0,train
19093,Male,27,1,35.0,1,< 1 Year,No,39518.0,152.0,13,0.0,train
148052,Female,36,1,28.0,0,1-2 Year,Yes,39273.0,154.0,206,0.0,train
64569,Female,24,1,6.0,1,< 1 Year,No,25550.0,152.0,255,0.0,train
207960,Male,66,1,28.0,1,1-2 Year,Yes,34694.0,26.0,164,0.0,train
342945,Female,67,1,28.0,0,1-2 Year,Yes,33053.0,124.0,238,0.0,train
350228,Male,41,1,41.0,0,1-2 Year,Yes,2630.0,120.0,291,0.0,train
166066,Male,22,1,47.0,1,< 1 Year,No,27263.0,152.0,145,0.0,train
40676,Female,22,1,46.0,1,< 1 Year,No,24378.0,152.0,179,0.0,train
110383,Female,23,1,10.0,0,< 1 Year,Yes,2630.0,160.0,47,0.0,train
22792,Female,27,1,8.0,1,< 1 Year,No,31318.0,152.0,237,0.0,train
83196,Male,42,1,47.0,1,1-2 Year,No,52997.0,124.0,280,0.0,train
5012,Male,26,1,36.0,1,< 1 Year,No,18845.0,152.0,72,0.0,train
154468,Male,42,1,28.0,0,1-2 Year,No,44312.0,26.0,57,0.0,train
81944,Male,24,1,33.0,0,< 1 Year,No,38328.0,152.0,17,0.0,train
255633,Male,22,1,13.0,1,< 1 Year,No,31353.0,152.0,275,0.0,train
128969,Male,38,1,17.0,0,1-2 Year,Yes,22423.0,124.0,169,0.0,train
428,Male,54,1,28.0,1,1-2 Year,No,34431.0,124.0,288,0.0,train
48289,Female,27,1,22.0,0,< 1 Year,Yes,31742.0,152.0,237,0.0,train
321605,Female,60,1,19.0,0,1-2 Year,Yes,29984.0,124.0,265,0.0,train
132799,Female,38,1,28.0,1,1-2 Year,No,28765.0,52.0,254,0.0,train
55423,Male,27,1,47.0,0,< 1 Year,Yes,20533.0,152.0,28,0.0,train
25680,Male,26,1,3.0,1,< 1 Year,No,23892.0,152.0,74,0.0,train
294491,Female,22,1,6.0,1,< 1 Year,No,29355.0,152.0,73,0.0,train
276247,Male,49,1,8.0,0,1-2 Year,Yes,2630.0,157.0,98,0.0,train
259010,Female,47,1,41.0,0,1-2 Year,Yes,39560.0,16.0,103,0.0,train
120951,Male,77,1,27.0,1,1-2 Year,Yes,31873.0,26.0,209,0.0,train
179822,Male,38,1,4.0,1,1-2 Year,No,28585.0,124.0,299,0.0,train
125444,Male,59,1,46.0,0,1-2 Year,Yes,30653.0,26.0,234,0.0,train
84939,Female,46,1,11.0,1,1-2 Year,No,51226.0,124.0,46,0.0,train
101419,Male,43,1,43.0,0,1-2 Year,Yes,36639.0,124.0,255,0.0,train
288662,Male,43,1,13.0,0,1-2 Year,Yes,25339.0,122.0,272,0.0,train
179040,Female,48,1,28.0,0,1-2 Year,Yes,68557.0,55.0,131,1.0,train
91952,Male,30,1,30.0,0,< 1 Year,Yes,2630.0,124.0,66,0.0,train
1703,Female,23,1,28.0,0,< 1 Year,Yes,2630.0,163.0,153,0.0,train
321165,Female,21,1,33.0,1,< 1 Year,No,23924.0,160.0,63,0.0,train
83407,Female,24,1,8.0,0,< 1 Year,Yes,28711.0,152.0,207,0.0,train
217677,Male,60,1,46.0,1,1-2 Year,No,21870.0,26.0,15,0.0,train
225957,Female,25,1,36.0,1,< 1 Year,No,40442.0,152.0,150,0.0,train
157235,Male,53,1,28.0,1,1-2 Year,No,42610.0,26.0,162,0.0,train
110005,Male,52,1,46.0,0,1-2 Year,Yes,33501.0,26.0,182,1.0,train
18604,Male,28,1,33.0,1,< 1 Year,No,2630.0,160.0,139,0.0,train
89107,Male,57,1,41.0,0,1-2 Year,Yes,24783.0,29.0,174,0.0,train
172977,Female,51,1,50.0,0,1-2 Year,Yes,43216.0,26.0,186,1.0,train
191242,Male,38,1,28.0,0,1-2 Year,Yes,29751.0,152.0,200,0.0,train
69841,Male,22,1,50.0,0,< 1 Year,Yes,26012.0,152.0,208,0.0,train
247271,Male,53,1,46.0,1,1-2 Year,No,57543.0,11.0,250,0.0,train
325207,Male,44,1,28.0,0,1-2 Year,Yes,30547.0,45.0,157,0.0,train
170734,Male,34,1,14.0,0,1-2 Year,Yes,35521.0,150.0,143,0.0,train
92275,Male,42,1,8.0,0,1-2 Year,Yes,2630.0,26.0,251,0.0,train
331082,Male,27,1,21.0,1,< 1 Year,No,20536.0,152.0,131,0.0,train
12295,Male,27,1,14.0,1,< 1 Year,No,20809.0,152.0,39,0.0,train
281488,Female,37,1,28.0,0,1-2 Year,Yes,27304.0,122.0,96,0.0,train
321639,Female,70,1,28.0,0,> 2 Years,Yes,39312.0,26.0,236,0.0,train
206513,Male,31,1,30.0,0,< 1 Year,Yes,42591.0,154.0,243,0.0,train
6659,Female,64,1,28.0,0,> 2 Years,Yes,46650.0,124.0,171,0.0,train
82393,Female,36,1,39.0,0,1-2 Year,Yes,2630.0,157.0,226,1.0,train
16934,Male,31,1,29.0,0,< 1 Year,No,40223.0,156.0,257,0.0,train
45272,Male,51,1,29.0,0,1-2 Year,Yes,2630.0,124.0,175,0.0,train
231015,Female,25,1,45.0,1,< 1 Year,No,17763.0,152.0,252,0.0,train
126891,Male,21,1,47.0,0,< 1 Year,Yes,32379.0,160.0,13,0.0,train
23971,Male,41,1,13.0,1,1-2 Year,No,26915.0,26.0,119,0.0,train
95508,Female,35,1,28.0,0,> 2 Years,Yes,2630.0,157.0,90,1.0,train
305008,Female,30,1,30.0,1,< 1 Year,No,32788.0,124.0,217,0.0,train
107269,Male,60,1,39.0,1,1-2 Year,No,29665.0,124.0,41,0.0,train
193426,Female,24,1,28.0,1,< 1 Year,No,54122.0,151.0,87,0.0,train
202961,Male,25,1,45.0,1,< 1 Year,No,22642.0,151.0,143,0.0,train
277940,Female,72,1,38.0,0,1-2 Year,No,30475.0,26.0,30,0.0,train
282816,Male,20,1,8.0,0,< 1 Year,Yes,23737.0,160.0,88,0.0,train
287585,Male,45,1,28.0,0,1-2 Year,No,56091.0,13.0,116,0.0,train
328361,Male,68,1,28.0,1,1-2 Year,No,40381.0,61.0,178,0.0,train
20515,Male,47,1,28.0,1,1-2 Year,Yes,38459.0,124.0,71,0.0,train
211818,Male,29,1,37.0,0,< 1 Year,No,35096.0,152.0,275,0.0,train
285041,Female,24,1,46.0,1,< 1 Year,No,31123.0,152.0,42,0.0,train
128075,Male,49,1,20.0,0,1-2 Year,Yes,2630.0,124.0,140,0.0,train
306056,Male,34,1,1.0,1,1-2 Year,No,2630.0,124.0,154,0.0,train
104035,Male,22,1,29.0,0,< 1 Year,Yes,24085.0,152.0,255,0.0,train
334228,Female,24,1,25.0,1,< 1 Year,No,28834.0,152.0,171,0.0,train
101791,Female,35,1,28.0,0,1-2 Year,No,32973.0,154.0,280,0.0,train
214563,Female,25,1,15.0,1,< 1 Year,Yes,2630.0,26.0,107,0.0,train
73228,Male,22,1,49.0,0,< 1 Year,Yes,25703.0,160.0,199,0.0,train
162297,Male,45,1,28.0,0,1-2 Year,No,25811.0,124.0,228,0.0,train
36781,Male,28,1,41.0,0,< 1 Year,Yes,44162.0,152.0,82,1.0,train
129591,Male,59,1,28.0,0,> 2 Years,Yes,76737.0,147.0,17,0.0,train
197645,Male,23,1,34.0,0,< 1 Year,No,31419.0,152.0,257,0.0,train
185014,Female,25,1,15.0,1,< 1 Year,No,30038.0,152.0,128,0.0,train
44357,Male,40,1,28.0,0,1-2 Year,Yes,33952.0,122.0,37,0.0,train
320151,Male,54,1,41.0,0,1-2 Year,Yes,25635.0,12.0,24,0.0,train
76059,Male,31,1,11.0,1,< 1 Year,No,24345.0,152.0,297,0.0,train
276973,Female,23,1,18.0,1,< 1 Year,No,27192.0,152.0,144,0.0,train
82622,Female,24,1,2.0,0,< 1 Year,Yes,24423.0,152.0,121,0.0,train
299837,Female,45,1,30.0,0,1-2 Year,No,15535.0,152.0,51,0.0,train
310338,Male,25,1,15.0,0,< 1 Year,Yes,29982.0,152.0,176,1.0,train
146745,Female,45,1,52.0,0,1-2 Year,Yes,2630.0,124.0,293,0.0,train
279867,Female,27,1,18.0,1,< 1 Year,No,32325.0,152.0,192,0.0,train
302162,Female,42,1,28.0,0,1-2 Year,Yes,23789.0,26.0,153,0.0,train
14905,Female,24,1,29.0,1,< 1 Year,No,23672.0,152.0,253,0.0,train
4830,Female,50,1,28.0,0,> 2 Years,Yes,20082.0,26.0,15,1.0,train
296873,Male,42,1,28.0,0,1-2 Year,Yes,2630.0,147.0,227,1.0,train
317683,Male,60,1,8.0,0,> 2 Years,Yes,37920.0,3.0,140,0.0,train
290972,Male,23,1,8.0,1,< 1 Year,No,32205.0,152.0,158,0.0,train
233789,Male,46,1,33.0,0,> 2 Years,Yes,2630.0,156.0,90,0.0,train
345266,Male,48,1,35.0,1,1-2 Year,No,34530.0,10.0,119,0.0,train
207948,Female,33,1,34.0,0,< 1 Year,Yes,2630.0,152.0,36,1.0,train
16102,Male,52,1,0.0,1,1-2 Year,No,2630.0,60.0,224,0.0,train
228274,Female,42,1,29.0,0,1-2 Year,Yes,31005.0,124.0,186,0.0,train
162360,Female,76,1,28.0,1,1-2 Year,No,51844.0,55.0,251,0.0,train
66270,Male,75,1,28.0,0,> 2 Years,Yes,41058.0,122.0,95,1.0,train
248184,Female,27,1,43.0,1,< 1 Year,No,31749.0,152.0,132,0.0,train
103155,Female,23,1,37.0,0,< 1 Year,No,48894.0,152.0,191,0.0,train
274175,Female,37,1,28.0,0,1-2 Year,Yes,34975.0,124.0,172,0.0,train
170524,Female,58,1,48.0,0,1-2 Year,Yes,2630.0,15.0,274,0.0,train
270218,Female,44,1,46.0,0,> 2 Years,Yes,52285.0,26.0,165,0.0,train
292054,Female,24,1,2.0,1,< 1 Year,No,30199.0,152.0,40,0.0,train
295820,Female,40,1,28.0,0,1-2 Year,Yes,44035.0,124.0,267,0.0,train
297960,Male,43,1,28.0,0,1-2 Year,Yes,24264.0,26.0,275,0.0,train
310982,Male,39,1,36.0,0,1-2 Year,Yes,28457.0,124.0,185,1.0,train
87255,Male,44,1,39.0,0,1-2 Year,Yes,30201.0,26.0,123,0.0,train
5188,Female,47,1,28.0,0,1-2 Year,Yes,35180.0,26.0,42,1.0,train
207561,Female,27,1,15.0,1,< 1 Year,No,2630.0,26.0,219,0.0,train
342121,Female,23,1,46.0,1,< 1 Year,No,26973.0,160.0,78,0.0,train
136334,Male,57,1,29.0,0,1-2 Year,Yes,2630.0,26.0,50,0.0,train
16208,Female,21,1,36.0,0,< 1 Year,No,33402.0,152.0,192,0.0,train
338592,Female,38,1,28.0,0,1-2 Year,Yes,2630.0,122.0,158,1.0,train
194449,Male,40,1,3.0,0,1-2 Year,Yes,26644.0,124.0,283,0.0,train
237288,Male,49,1,24.0,0,1-2 Year,Yes,2630.0,156.0,173,0.0,train
281824,Female,33,1,10.0,1,< 1 Year,No,2630.0,152.0,134,0.0,train
269688,Male,65,1,38.0,0,1-2 Year,Yes,32654.0,124.0,261,0.0,train
91244,Male,51,1,28.0,0,1-2 Year,Yes,41917.0,26.0,38,0.0,train
345108,Male,69,1,28.0,0,1-2 Year,Yes,26561.0,26.0,136,1.0,train
329612,Male,58,1,8.0,0,1-2 Year,Yes,65479.0,124.0,148,0.0,train
205509,Female,23,1,11.0,0,< 1 Year,Yes,28243.0,152.0,214,0.0,train
100857,Female,28,1,28.0,0,< 1 Year,No,24102.0,153.0,159,0.0,train
72133,Male,48,1,28.0,0,1-2 Year,Yes,39306.0,26.0,64,0.0,train
139700,Female,72,1,28.0,1,1-2 Year,No,59344.0,124.0,142,0.0,train
209680,Male,24,1,8.0,1,< 1 Year,No,35556.0,152.0,284,0.0,train
81099,Male,23,1,7.0,1,< 1 Year,No,30798.0,152.0,160,0.0,train
121465,Female,41,1,37.0,1,1-2 Year,No,25839.0,152.0,210,0.0,train
223953,Male,46,1,41.0,1,1-2 Year,No,44211.0,124.0,101,0.0,train
335556,Female,51,1,14.0,1,1-2 Year,No,2630.0,152.0,102,0.0,train
59082,Male,24,1,29.0,1,< 1 Year,No,27509.0,152.0,230,0.0,train
121692,Female,21,1,13.0,0,< 1 Year,No,24111.0,152.0,162,0.0,train
281223,Female,26,1,9.0,0,< 1 Year,No,28057.0,152.0,172,0.0,train
341971,Female,23,1,22.0,0,< 1 Year,Yes,36207.0,151.0,66,0.0,train
50435,Female,48,1,46.0,0,1-2 Year,Yes,2630.0,157.0,32,0.0,train
106126,Male,52,1,8.0,0,1-2 Year,Yes,2630.0,157.0,219,1.0,train
52367,Male,66,1,46.0,1,1-2 Year,No,2630.0,26.0,152,0.0,train
36274,Female,24,1,28.0,0,< 1 Year,Yes,49323.0,152.0,69,1.0,train
206432,Male,22,1,6.0,0,< 1 Year,Yes,22384.0,124.0,207,0.0,train
336324,Female,46,1,28.0,0,1-2 Year,Yes,35294.0,26.0,154,1.0,train
325176,Female,36,1,33.0,1,1-2 Year,No,29726.0,154.0,257,0.0,train
176678,Female,33,1,49.0,1,< 1 Year,No,2630.0,152.0,56,0.0,train
181942,Female,28,1,26.0,1,< 1 Year,No,30734.0,152.0,277,0.0,train
232063,Female,62,1,46.0,1,1-2 Year,No,30505.0,152.0,287,0.0,train
126451,Female,68,1,34.0,0,> 2 Years,Yes,31658.0,124.0,188,0.0,train
219897,Male,52,1,8.0,0,1-2 Year,Yes,52122.0,124.0,141,0.0,train
37282,Male,72,1,23.0,0,1-2 Year,Yes,24780.0,26.0,18,0.0,train
245883,Male,25,1,28.0,1,1-2 Year,Yes,2630.0,156.0,287,0.0,train
153303,Male,23,1,8.0,0,< 1 Year,Yes,48592.0,26.0,43,0.0,train
197477,Female,27,1,35.0,1,< 1 Year,No,30276.0,152.0,264,0.0,train
55872,Female,22,1,8.0,0,< 1 Year,Yes,39965.0,160.0,147,0.0,train
162644,Female,21,1,10.0,0,< 1 Year,Yes,24425.0,152.0,118,0.0,train
281632,Female,26,1,46.0,1,< 1 Year,No,27870.0,152.0,158,0.0,train
302498,Female,23,1,3.0,1,< 1 Year,No,28570.0,152.0,45,0.0,train
158563,Male,47,1,26.0,1,1-2 Year,No,28754.0,124.0,34,0.0,train
251686,Female,25,1,28.0,1,< 1 Year,No,37580.0,152.0,137,0.0,train
43571,Female,23,1,41.0,1,< 1 Year,No,36094.0,152.0,160,0.0,train
85117,Female,21,1,8.0,1,< 1 Year,No,30123.0,152.0,18,0.0,train
46193,Male,24,1,2.0,0,1-2 Year,Yes,28733.0,26.0,39,0.0,train
248462,Male,54,1,28.0,0,1-2 Year,No,33078.0,26.0,124,0.0,train
199882,Male,25,1,19.0,1,< 1 Year,No,36874.0,152.0,284,0.0,train
277979,Male,24,1,25.0,0,< 1 Year,Yes,30556.0,152.0,231,0.0,train
88932,Female,41,1,28.0,0,1-2 Year,Yes,50621.0,122.0,135,1.0,train
263739,Female,54,1,50.0,1,1-2 Year,No,35823.0,8.0,165,0.0,train
324985,Male,59,1,23.0,1,1-2 Year,No,26048.0,26.0,275,0.0,train
266190,Male,32,1,8.0,1,< 1 Year,No,59438.0,151.0,144,0.0,train
172238,Female,49,1,24.0,1,1-2 Year,No,2630.0,26.0,244,0.0,train
15333,Female,33,1,16.0,1,< 1 Year,No,29382.0,152.0,93,0.0,train
336600,Female,23,1,21.0,1,< 1 Year,No,22606.0,152.0,273,0.0,train
322336,Female,32,1,46.0,1,< 1 Year,No,2630.0,152.0,293,0.0,train
321884,Male,62,1,28.0,1,1-2 Year,Yes,33248.0,26.0,195,0.0,train
112723,Male,47,1,33.0,0,1-2 Year,Yes,48310.0,124.0,123,0.0,train
32990,Male,54,1,28.0,1,1-2 Year,No,39034.0,26.0,169,0.0,train
350352,Female,50,1,5.0,1,1-2 Year,No,39751.0,26.0,146,0.0,train
331174,Male,52,1,46.0,0,1-2 Year,Yes,34601.0,26.0,201,0.0,train
82968,Female,25,1,46.0,1,< 1 Year,No,29419.0,152.0,19,0.0,train
204540,Male,53,1,18.0,1,1-2 Year,No,27564.0,124.0,95,0.0,train
185720,Male,56,1,48.0,0,1-2 Year,Yes,2630.0,26.0,221,0.0,train
162997,Male,24,1,28.0,0,< 1 Year,No,53111.0,152.0,203,0.0,train
31944,Female,26,1,43.0,1,< 1 Year,No,27584.0,152.0,205,0.0,train
269986,Female,48,1,28.0,0,> 2 Years,Yes,42394.0,26.0,146,0.0,train
269400,Male,21,1,27.0,0,< 1 Year,Yes,28207.0,152.0,17,1.0,train
341418,Male,28,1,28.0,0,< 1 Year,Yes,53823.0,152.0,234,0.0,train
59636,Male,73,1,6.0,1,1-2 Year,No,26260.0,152.0,177,0.0,train
143564,Male,52,1,28.0,0,1-2 Year,Yes,49391.0,26.0,88,0.0,train
295527,Female,23,1,41.0,1,< 1 Year,No,33918.0,152.0,234,0.0,train
97706,Male,24,1,36.0,1,< 1 Year,No,2630.0,160.0,235,0.0,train
263216,Female,53,1,41.0,1,1-2 Year,No,32323.0,152.0,135,0.0,train
129228,Male,21,1,24.0,0,< 1 Year,No,28634.0,152.0,22,0.0,train
155587,Female,24,1,37.0,0,< 1 Year,Yes,35489.0,151.0,141,0.0,train
250549,Female,26,1,37.0,0,< 1 Year,Yes,36556.0,152.0,197,0.0,train
161766,Male,23,1,9.0,0,< 1 Year,Yes,34572.0,26.0,65,0.0,train
275910,Female,53,1,18.0,0,1-2 Year,Yes,2630.0,124.0,178,1.0,train
253794,Female,36,1,46.0,0,1-2 Year,No,2630.0,152.0,45,0.0,train
252144,Male,46,1,28.0,0,1-2 Year,Yes,36651.0,26.0,118,0.0,train
331580,Female,70,1,1.0,1,1-2 Year,No,2630.0,124.0,109,0.0,train
180296,Male,52,1,47.0,0,1-2 Year,Yes,52602.0,124.0,108,0.0,train
200840,Male,26,1,10.0,1,< 1 Year,No,33752.0,152.0,241,0.0,train
203309,Male,63,1,20.0,0,1-2 Year,Yes,2630.0,124.0,16,0.0,train
34082,Male,27,1,16.0,0,< 1 Year,No,20183.0,152.0,73,0.0,train
177438,Female,34,1,2.0,0,1-2 Year,Yes,2630.0,157.0,30,1.0,train
44573,Female,24,1,12.0,1,< 1 Year,No,37702.0,160.0,113,0.0,train
298743,Female,21,1,33.0,0,< 1 Year,Yes,32853.0,152.0,19,0.0,train
140903,Male,22,1,44.0,1,< 1 Year,No,43598.0,152.0,252,0.0,train
123102,Female,79,1,28.0,1,1-2 Year,No,53659.0,26.0,174,0.0,train
34486,Female,25,1,41.0,1,< 1 Year,No,20120.0,152.0,123,0.0,train
253473,Male,51,1,30.0,1,1-2 Year,No,18969.0,124.0,33,0.0,train
80325,Male,22,1,15.0,0,< 1 Year,Yes,42563.0,152.0,284,0.0,train
168744,Female,32,1,33.0,1,< 1 Year,No,24860.0,152.0,111,0.0,train
288502,Male,23,1,34.0,1,< 1 Year,No,33066.0,152.0,134,0.0,train
84533,Female,56,1,45.0,0,1-2 Year,Yes,2630.0,157.0,278,0.0,train
261748,Male,21,1,8.0,1,< 1 Year,No,82753.0,160.0,109,0.0,train
265646,Male,41,1,28.0,0,1-2 Year,Yes,46997.0,124.0,43,0.0,train
279941,Female,42,1,43.0,0,1-2 Year,Yes,37011.0,26.0,116,0.0,train
16117,Male,63,1,28.0,0,1-2 Year,No,47641.0,124.0,114,0.0,train
261911,Male,22,1,46.0,1,< 1 Year,No,43156.0,152.0,274,0.0,train
157391,Male,53,1,28.0,1,1-2 Year,No,39581.0,124.0,190,0.0,train
148561,Male,37,1,28.0,1,1-2 Year,No,32371.0,124.0,44,0.0,train
550,Male,27,1,46.0,1,< 1 Year,No,26312.0,152.0,244,0.0,train
67911,Female,47,1,5.0,1,1-2 Year,No,27874.0,152.0,54,0.0,train
212888,Female,22,1,30.0,1,< 1 Year,No,32312.0,152.0,211,0.0,train
117140,Female,66,1,28.0,1,1-2 Year,No,49420.0,26.0,264,0.0,train
307833,Male,29,1,48.0,0,1-2 Year,Yes,2630.0,124.0,94,1.0,train
118206,Female,25,1,28.0,0,< 1 Year,Yes,49475.0,152.0,298,0.0,train
348005,Female,24,1,28.0,1,< 1 Year,No,28974.0,152.0,150,0.0,train
98475,Male,60,1,28.0,0,1-2 Year,No,38353.0,26.0,202,0.0,train
318557,Male,43,1,41.0,0,1-2 Year,Yes,39539.0,122.0,44,0.0,train
216197,Female,22,1,33.0,1,< 1 Year,No,36385.0,152.0,81,0.0,train
240200,Male,22,1,10.0,1,< 1 Year,No,2630.0,26.0,176,0.0,train
88023,Male,40,1,32.0,0,1-2 Year,Yes,32198.0,124.0,206,0.0,train
293911,Female,27,1,33.0,1,< 1 Year,No,31694.0,152.0,76,0.0,train
4912,Female,31,1,30.0,1,< 1 Year,No,28920.0,152.0,55,0.0,train
207195,Female,27,1,29.0,1,< 1 Year,No,30495.0,152.0,195,0.0,train
205001,Male,22,1,8.0,0,< 1 Year,Yes,33165.0,152.0,162,0.0,train
84370,Female,22,1,40.0,1,< 1 Year,No,25763.0,152.0,96,0.0,train
294382,Female,32,1,19.0,0,< 1 Year,Yes,2630.0,152.0,188,0.0,train
307344,Male,23,1,6.0,1,< 1 Year,No,34683.0,152.0,38,0.0,train
125107,Male,22,1,30.0,1,< 1 Year,No,30733.0,152.0,173,0.0,train
212609,Female,23,1,6.0,1,< 1 Year,No,26853.0,152.0,280,0.0,train
89693,Female,44,1,15.0,1,1-2 Year,No,27767.0,14.0,172,0.0,train
72467,Female,75,1,28.0,0,1-2 Year,Yes,34340.0,26.0,121,0.0,train
97307,Female,27,1,46.0,1,< 1 Year,No,22047.0,152.0,119,0.0,train
32418,Male,71,1,28.0,0,1-2 Year,Yes,37328.0,26.0,11,0.0,train
296756,Male,59,1,11.0,1,1-2 Year,No,24385.0,124.0,186,0.0,train
2549,Male,46,1,15.0,1,1-2 Year,No,28329.0,154.0,178,0.0,train
66132,Male,39,1,10.0,1,1-2 Year,No,28257.0,152.0,217,0.0,train
210654,Female,78,1,28.0,0,1-2 Year,Yes,22391.0,26.0,146,0.0,train
209443,Male,52,1,29.0,1,1-2 Year,No,32193.0,135.0,34,0.0,train
142647,Male,23,1,6.0,1,< 1 Year,No,2630.0,152.0,29,0.0,train
140792,Female,39,1,28.0,0,1-2 Year,Yes,28222.0,157.0,223,0.0,train
241995,Male,65,1,28.0,0,> 2 Years,Yes,53313.0,37.0,222,0.0,train
314650,Female,24,1,36.0,1,< 1 Year,No,26134.0,152.0,255,0.0,train
210105,Male,46,1,28.0,0,1-2 Year,Yes,35126.0,122.0,30,1.0,train
329266,Male,23,1,11.0,1,< 1 Year,No,2630.0,152.0,148,0.0,train
108662,Female,38,1,8.0,0,1-2 Year,Yes,38204.0,7.0,110,1.0,train
8639,Female,24,1,17.0,1,< 1 Year,No,32109.0,152.0,148,0.0,train
270485,Male,29,1,2.0,0,< 1 Year,Yes,30385.0,154.0,218,0.0,train
122202,Male,32,1,28.0,0,< 1 Year,Yes,45681.0,156.0,190,0.0,train
317891,Female,37,1,12.0,1,1-2 Year,No,2630.0,151.0,182,0.0,train
37119,Female,45,1,28.0,0,1-2 Year,Yes,49747.0,116.0,232,1.0,train
48659,Male,70,1,20.0,0,1-2 Year,No,2630.0,124.0,199,0.0,train
90194,Male,51,1,39.0,1,1-2 Year,No,43826.0,26.0,115,0.0,train
73444,Male,67,1,28.0,1,1-2 Year,No,64560.0,124.0,91,0.0,train
201275,Male,25,1,47.0,1,< 1 Year,No,20321.0,152.0,27,0.0,train
267062,Male,21,1,8.0,0,< 1 Year,Yes,42153.0,160.0,56,0.0,train
355769,Male,56,1,46.0,0,1-2 Year,Yes,37157.0,21.0,115,0.0,train
245215,Female,23,1,28.0,1,< 1 Year,No,53770.0,152.0,56,0.0,train
249056,Female,21,1,3.0,0,< 1 Year,No,24747.0,152.0,105,0.0,train
305220,Male,21,1,28.0,0,1-2 Year,Yes,38186.0,156.0,106,0.0,train
201481,Male,33,1,3.0,1,1-2 Year,No,35936.0,154.0,277,0.0,train
124685,Male,24,1,8.0,0,< 1 Year,No,58778.0,152.0,101,0.0,train
258524,Male,38,1,46.0,0,1-2 Year,Yes,22962.0,124.0,12,0.0,train
5519,Female,25,1,21.0,1,< 1 Year,No,21965.0,152.0,190,0.0,train
124922,Male,43,1,28.0,0,1-2 Year,No,46734.0,35.0,260,0.0,train
245478,Male,23,1,25.0,0,< 1 Year,Yes,22987.0,152.0,124,0.0,train
328582,Male,48,1,8.0,0,1-2 Year,Yes,47710.0,26.0,171,0.0,train
192361,Male,57,1,8.0,0,1-2 Year,Yes,2630.0,124.0,113,0.0,train
308185,Female,60,1,28.0,0,1-2 Year,Yes,33137.0,124.0,268,0.0,train
144193,Male,45,1,8.0,0,1-2 Year,Yes,36421.0,26.0,194,1.0,train
275726,Male,28,1,6.0,0,< 1 Year,Yes,20429.0,152.0,20,0.0,train
17406,Male,44,1,37.0,1,1-2 Year,No,22390.0,124.0,134,0.0,train
69819,Male,53,1,8.0,1,1-2 Year,No,58221.0,7.0,109,0.0,train
143963,Male,25,1,28.0,1,< 1 Year,No,50795.0,152.0,284,0.0,train
32731,Female,27,1,17.0,1,< 1 Year,No,31305.0,152.0,101,0.0,train
211100,Female,21,1,3.0,0,< 1 Year,Yes,16556.0,152.0,293,1.0,train
29808,Male,59,1,28.0,1,1-2 Year,No,34643.0,26.0,26,0.0,train
255472,Female,46,1,8.0,0,1-2 Year,Yes,2630.0,156.0,84,0.0,train
227724,Male,35,1,28.0,0,1-2 Year,No,35493.0,124.0,182,0.0,train
98292,Female,47,1,41.0,0,1-2 Year,Yes,41231.0,26.0,249,0.0,train
23016,Female,44,1,28.0,1,1-2 Year,No,33634.0,26.0,94,0.0,train
242845,Male,38,1,14.0,1,1-2 Year,No,2630.0,124.0,237,0.0,train
23231,Male,60,1,8.0,1,1-2 Year,No,36913.0,124.0,299,0.0,train
322195,Male,41,1,29.0,0,1-2 Year,No,29241.0,124.0,130,0.0,train
330988,Male,30,1,30.0,1,< 1 Year,No,25931.0,152.0,287,0.0,train
260001,Male,22,1,29.0,0,< 1 Year,No,68812.0,152.0,296,0.0,train
353869,Male,21,1,3.0,1,< 1 Year,No,17985.0,160.0,140,0.0,train
256181,Female,23,1,6.0,1,< 1 Year,No,27360.0,152.0,100,0.0,train
133647,Male,27,1,15.0,0,< 1 Year,Yes,2630.0,152.0,81,0.0,train
349338,Male,21,1,46.0,1,< 1 Year,No,30747.0,152.0,298,0.0,train
181491,Female,35,1,28.0,1,1-2 Year,No,42296.0,152.0,187,0.0,train
96502,Female,53,1,3.0,0,> 2 Years,Yes,15091.0,26.0,220,1.0,train
220749,Male,29,1,28.0,0,1-2 Year,Yes,2630.0,158.0,202,0.0,train
